Date,hash_rate,transaction_count,s&p500,gold,13w_treasury,usd_index,Open,High,Low,Close,Volume,Market Cap,SMA,EMA,RSI,VWAP,ATR,OBV,google_trends,forecast
2013-07-01,162.8598857823293,41551.857142857145,1631.8900146484375,1212.9000244140625,0.0350000001490116,84.41999816894531,97.51000213623048,97.66490173339844,86.29720306396484,88.05000305175781,20707700.0,1000065296.25,102.68794304983956,100.34935276958512,27.921015968669774,75.55698514319423,5.980978829520085,3580907.6499999985,10.0,76.51599884033203
2013-07-08,189.844708357844,35608.71428571428,1680.18994140625,1277.800048828125,0.0299999993294477,82.98999786376953,76.5,80.0,72.5999984741211,76.51599884033203,20707700.0,871457940.1,87.26209967476981,84.85357798433411,33.204718258924515,75.55698514319423,7.93832833426339,3580907.6499999985,6.153846153846154,98.40019989013672
2013-07-15,210.21499158449828,40125.42857142857,1692.0899658203125,1293.300048828125,0.0199999995529651,82.58000183105469,93.6050033569336,101.9000015258789,93.11000061035156,98.40019989013672,20707700.0,1123658943.86,83.94496481759208,89.8589667796368,55.42648735434613,75.55698514319423,9.346414293561663,3580907.6499999985,5.384615384615385,91.61000061035156
2013-07-22,229.90227292239229,37943.0,1691.6500244140625,1321.699951171875,0.0149999996647238,81.62000274658203,91.9980010986328,91.9980010986328,90.07540130615234,91.61000061035156,20707700.0,1048939080.5,91.9794649396624,91.39638718221951,48.70365187906979,75.55698514319423,7.117442539760046,3580907.6499999985,6.153846153846154,101.1999969482422
2013-07-29,252.38020601780207,39327.57142857143,1709.6700439453125,1310.5999755859375,0.0299999993294477,81.91000366210938,98.5999984741211,102.5,98.45500183105467,101.1999969482422,20707700.0,1161619140.0,94.89420700073242,95.1953638629166,58.69634302513177,75.55698514319423,4.6408571515764505,3580907.6499999985,10.76923076923077,106.22000122070312
2013-08-05,306.96820839603527,47563.0,1691.4200439453125,1312.9000244140625,0.0480000004172325,81.12999725341797,105.12000274658205,107.7699966430664,105.0,106.22000122070312,20707700.0,1222677176.0,101.14362062726704,101.60034524539356,61.31246110235842,75.55698514319423,4.5354783194405695,3580907.6499999985,9.230769230769232,106.63600158691406
2013-08-12,376.5406803345323,51233.57142857143,1655.8299560546875,1371.699951171875,0.0399999991059303,81.26000213623047,105.0,108.0,103.5,106.63600158691406,20707700.0,1231248580.9,105.13471385410853,103.64087514217547,60.38106232638637,75.55698514319423,3.949428558349607,3580907.6499999985,13.076923076923078,119.0
2013-08-19,437.2186926187695,59623.0,1663.5,1395.699951171875,0.0219999998807907,81.33999633789062,113.37999725341795,123.06199645996094,111.77100372314452,119.0,20707700.0,1377725475.0,108.60585730416436,109.642014298153,71.61289869091695,75.55698514319423,4.198643820626395,3580907.6499999985,9.230769230769232,120.05599975585938
2013-08-26,509.41303375500286,56694.142857142855,1632.969970703125,1396.0999755859375,0.0199999995529651,82.08999633789062,122.11100006103516,122.75499725341795,119.93000030517578,120.05599975585938,20707700.0,1393847158.6,116.636714390346,116.69153499471568,63.93366203397553,75.55698514319423,4.744929177420483,3580907.6499999985,7.6923076923076925,135.85000610351562
2013-09-02,653.6906436350731,56103.28571428572,1655.1700439453125,1386.699951171875,0.0149999996647238,82.1500015258789,138.6300048828125,146.5,134.88999938964844,135.85000610351562,20707700.0,1581969853.75,125.77914428710938,126.44356042835857,70.85329947836459,75.55698514319423,6.151214054652624,3580907.6499999985,5.384615384615385,127.11000061035156
