Date,Open,High,Low,Close,Volume,Market Cap
39,2023-05-23,26855.960682040175,27434.684328204352,26816.179718120926,27225.726590634808,13697203142.64,527685629563.87
40,2023-05-22,26749.893205403107,27045.73508578749,26549.734792438765,26851.277627891304,11056770492.11,520401926578.4
41,2023-05-21,27118.423228280295,27265.917991795977,26706.921353513324,26753.82563905467,8647416920.95,518489461930.79
42,2023-05-20,26888.84139105379,27155.159026372767,26843.277380862277,27129.586255031238,7044911360.48,525746096848.12
43,2023-05-19,26826.754786389298,27128.618843259585,26700.21014229994,26890.12824240825,11258983300.89,521083278041.79
44,2023-05-18,27401.650207988976,27466.527590184734,26415.10148304567,26832.20930048602,15222938600.41,519935930271.57
45,2023-05-17,27035.470129713845,27465.927904294607,26600.14484430804,27398.802027965245,15140006925.18,530890147614.67
46,2023-05-16,27171.514579396786,27299.30481164118,26878.947971817197,27036.65070994403,12732238815.9,523846408825.17
47,2023-05-15,26931.384631905392,27646.34811866989,26766.09691604433,27192.693221164922,14413231792.03,526844318152.29
48,2023-05-14,26788.974291770766,27150.976791699217,26661.3549036476,26930.63784556426,10014858959.48,521742220416.76
49,2023-05-13,26807.769044398643,27030.482960302434,26710.873803047674,26784.078560882408,9999171605.08,518873704830.19
50,2023-05-12,26987.662513638646,27055.647228128175,25878.428829536035,26804.99067068782,19313599897.31,519254029391.83
51,2023-05-11,27621.08687181673,27621.941986176353,26781.82700214609,27000.788270733763,16724343943.18,523022981321.22
52,2023-05-10,27654.63677657879,28322.688327886328,26883.669882565664,27621.756227331287,20656025025.55,535026153601.52
53,2023-05-09,27695.068069254914,27821.400606356445,27375.600690258794,27658.77467251895,14128593255.78,535713623918.83
54,2023-05-08,28450.457477963737,28663.272331845226,27310.135612373655,27694.272896273116,19122903752.39,536375393861.25
55,2023-05-07,28901.62282413254,29157.51818533471,28441.368038323788,28454.978285513487,11301355486.45,551083296208.8
56,2023-05-06,29538.85900462101,29820.12662207653,28468.967409856246,28904.623949070778,15913866714.47,559767467680.94
57,2023-05-05,28851.479661785383,29668.90767712088,28845.51053371511,29534.384019704954,17936566518.34,571935354879.7
58,2023-05-04,29031.304447754515,29353.18465956154,28694.039024689486,28847.711590655163,15548678513.55,558617183940.51
59,2023-05-03,28680.494409624953,29259.533287999457,28178.3892452007,29006.30767090857,19122972518.31,561661086030.57
60,2023-05-02,28087.17496979201,28881.298380463573,27924.12367498072,28680.53696791293,16432924526.63,555325979264.04
61,2023-05-01,29227.10398190992,29329.93622110556,27680.792639691088,28091.56880389237,18655599976.36,543900696259.74
62,2023-04-30,29245.515512462294,29952.02855265972,29114.021236277837,29268.807043162557,14652199272.27,566661285145.37
63,2023-04-29,29336.567035251155,29452.455244901885,29088.042336489525,29248.488372917574,10662634332.91,566240497928.76
64,2023-04-28,29481.013535027447,29572.791692792915,28929.60854188226,29340.262498158005,17544464887.25,567993007155.91
65,2023-04-27,28428.464278678897,29871.54635164288,28402.88738665169,29473.786183672837,27153445027.31,570550222405.71
66,2023-04-26,28300.05927438531,29995.83849111743,27324.549006523932,28422.70087849232,31854242019.49,550180352607.55
67,2023-04-25,27514.87239121884,28371.077696197786,27207.932556740943,28307.59809066535,17733373139.17,547928945542.45
68,2023-04-24,27591.729521890473,27979.98190066292,27070.849499552543,27525.33949959111,17703288330.24,532766516006.96
69,2023-04-23,27816.144792576142,27820.24449092755,27400.313735867676,27591.38463190681,12785446832.04,534020212996.71
70,2023-04-22,27265.89501625829,27872.143167903887,27169.57112040993,27817.500917437257,13125734602.38,538371205878.3
71,2023-04-21,28249.231270723743,28349.967857708452,27177.365299574205,27276.909687575568,20759504329.87,527883377617.69
72,2023-04-20,28823.682862437203,29076.401048519936,28037.25725722351,28245.98731049337,21340360359.79,546611911812.66
73,2023-04-19,30394.187904359267,30411.053790876467,28669.898268151563,28822.680472900887,24571565420.76,557748035703.28
74,2023-04-18,29449.0917046267,30470.302014738132,29154.84937086217,30397.55273552258,19480529496.02,588197752221.23
75,2023-04-17,30317.145697415202,30319.196576603867,29275.371057633616,29445.044904962764,17872186762.03,569735854496.74
76,2023-04-16,30315.976416622234,30555.53763344086,30157.832325260348,30315.35545612029,12854816416.5,586546802552.23
77,2023-04-15,30490.74927242369,30601.740164292667,30245.881938715993,30318.496953064554,11940685377.62,586582359795.4
78,2023-04-14,30409.5616914944,31005.608044472887,30044.497509619017,30485.700029255324,22659995079.31,589786626446.89
79,2023-04-13,29892.73945987711,30539.846481282515,29878.622163408105,30399.066385491835,17487721001.39,588084165990.41
80,2023-04-12,30231.581623239563,30462.480941487043,29725.573350158436,30139.052871052005,18651929926.37,583034311648.57
81,2023-04-11,29653.679647445995,30509.083666456423,29609.301368034943,30235.058938955266,20121259843.07,584854674446.17
82,2023-04-10,28336.028237401144,29771.463928909954,28189.270771369433,29652.98009708406,19282400094.3,573568312635.13
83,2023-04-09,27952.367615612475,28532.829969278082,27828.481410543493,28333.050047624925,12175322950.95,548015190714.46
84,2023-04-08,27920.512778528697,28159.862779875504,27883.386552621025,27947.79454969423,9373255556.0,540536533674.58
85,2023-04-07,28038.9669696205,28111.59328412164,27794.03182581009,27925.859408412933,10861680497.27,540086456069.02
86,2023-04-06,28175.22707737488,28178.384312375736,27738.759361405984,28044.139754944128,13837809380.28,542349825341.83
87,2023-04-05,28169.726952853987,28739.238110653572,27843.76449542776,28177.9835569508,17052315986.14,544910072721.85
88,2023-04-04,27795.274323998936,28433.742975997215,27681.305056614092,28168.0898164027,15284538858.55,544693901827.85
89,2023-04-03,28183.0803582438,28475.622507498865,27276.719948809692,27790.220854773645,19556501326.93,537360742269.69
90,2023-04-02,28462.844801116054,28518.958407845254,27884.087091328583,28199.308383774474,12284641999.34,545245950698.05
91,2023-04-01,28473.331801197142,28802.45747844686,28297.172497645388,28411.03424309244,10876469900.68,549318113504.07
92,2023-03-31,28032.2622677886,28639.896083757507,27583.715260068304,28478.484605680438,19001327597.88,550593053896.62
93,2023-03-30,28350.141491187987,29159.90261786623,27720.15933761617,28033.563150395665,22435349950.56,541964802720.42
94,2023-03-29,27267.03217460021,28619.543388800823,27259.66118041008,28348.442342812003,20684945905.97,548025510532.62
95,2023-03-28,27132.888921445134,27460.7194594252,26677.81872811284,27268.131482914527,17783600384.84,527117850100.66
96,2023-03-27,27994.067923252504,28037.925860641368,26606.689001139537,27139.88853052214,18188895177.73,524615890807.42
97,2023-03-26,27495.52395825096,28178.144437213232,27445.046354925245,27994.32951422271,13878363191.96,541106062437.58
98,2023-03-25,27487.337738386257,27791.825602760004,27196.233829504792,27494.706878377543,13383005987.37,531424045822.58
99,2023-03-24,28324.11169520493,28388.437745563944,27039.265431502597,27493.285143623496,25980310960.02,531370969956.36
100,2023-03-23,27301.957494354938,28729.843469678315,27183.363740707282,28333.972711378767,24220433689.12,547590658474.12
101,2023-03-22,28158.719991806116,28803.33592066941,26759.99623312224,27307.436768413274,33382021889.86,527720639354.35
102,2023-03-21,27768.39203181537,28439.561588710232,27439.647094150285,28175.816835424946,36102192830.48,544473344614.66
103,2023-03-20,28041.601917494194,28527.72422274135,27242.880702919123,27767.236331826196,44774027663.55,536553055078.31
104,2023-03-19,26969.503787812773,28440.561217258273,26907.71627371266,28038.674946765103,37769448858.69,541771324421.11
105,2023-03-18,27448.117269610462,27725.953416209864,26636.260945975282,26965.879757026636,35723036817.12,521018360376.26
106,2023-03-17,25055.123219270015,27787.812225225498,24955.169055285627,27423.930634049197,50730261335.05,529839581714.46
107,2023-03-16,24373.456617017335,25190.32698449262,24225.110958628262,25052.78972174803,33866061746.62,484005642386.83
108,2023-03-15,24770.925668702967,25240.615818348535,23964.909846876988,24375.961357831246,43655701450.2,470908667056.64
109,2023-03-14,24201.76600614591,26514.717165528455,24081.18265166227,24746.074658847734,54622230163.97,478037073214.71
110,2023-03-13,22156.406675322058,24550.837485761334,21918.199930890016,24197.5329977753,49466362688.47,467417380966.85
111,2023-03-12,20628.029034458348,22185.03111087706,20448.80626107676,22163.94995191503,29279035521.01,428114557464.91
112,2023-03-11,20187.877074733235,20792.525692444524,20068.66031241524,20632.409629392565,30180288175.61,398509689462.45
113,2023-03-10,20367.00177713576,20370.595398116,19628.254309420507,20187.243647616287,39578257695.31,389890609883.9
114,2023-03-09,21720.07931756107,21802.71668117176,20210.3067467507,20363.021111725368,30364664170.83,393268847887.5
115,2023-03-08,22216.442321102208,22268.896252187904,21708.050506040505,21718.079830432067,22536575684.49,419421447158.25
116,2023-03-07,22428.32238968881,22527.41864168071,22011.262496656873,22219.76907094175,22765452203.97,429090671120.0
117,2023-03-06,22436.81677589737,22584.293808702274,22331.314828369683,22429.75753334634,17353192895.19,433122543176.49
118,2023-03-05,22354.14359815582,22613.685230682047,22307.143313422126,22435.514196973487,13317001732.58,433216160786.45
119,2023-03-04,22362.92302679091,22405.1769535758,22198.981009392606,22353.350073930676,11166012913.03,431607268094.04
120,2023-03-03,23476.633731258356,23479.34809376563,22213.23759376628,22362.6793319333,26062404610.39,431765463285.53
121,2023-03-02,23647.019473129796,23739.138076779185,23245.021433240236,23475.466737662264,20386398516.25,453226586695.74
122,2023-03-01,23150.92995817847,23880.63246286755,23088.626699901255,23646.549899144964,24662841199.56,456508161672.8
123,2023-02-28,23521.838822394886,23585.38406953924,23077.6503704068,23147.35338990846,20535363433.98,446846764116.35
124,2023-02-27,23561.450681524497,23857.891125262795,23205.879245350094,23522.871914506002,22660763494.22,454075216419.73
125,2023-02-26,23174.15076871508,23654.367374645797,23084.221639724135,23561.212910916336,16644534841.91,454795165822.83
126,2023-02-25,23200.125853429145,23210.211072334423,22861.558664814136,23175.375635842458,16100721565.07,447323985682.72
127,2023-02-24,23946.007863671563,24103.704483456677,23007.07132664495,23198.12748788315,26811744927.57,447747058643.64
128,2023-02-23,24190.71898354621,24572.089421454446,23693.919485258688,23947.49252317601,30476264066.0,462189287816.46
129,2023-02-22,24437.418479922784,24472.33975721861,23644.317715789413,24188.842976694308,30199996780.9,466821375594.42
130,2023-02-21,24833.048914297397,25126.851685722035,24200.364116338482,24436.354484576015,31252098713.68,471577656114.25
131,2023-02-20,24336.623340482118,25020.45951252541,23927.909253473492,24829.14756994915,28987376572.9,479132405758.14
132,2023-02-19,24640.02722142087,25093.05514954421,24327.641672282658,24327.641672282658,25555105669.92,469431477134.26
133,2023-02-18,24565.295999850914,24798.835570650936,24468.373630858852,24641.276948425817,19625427157.74,475459130854.86
134,2023-02-17,23621.282494263785,24924.04006030843,23460.756026631254,24565.601988946673,41358451254.72,473972409615.04
135,2023-02-16,24307.350197799304,25134.11735019613,23602.522501390988,23623.474480806268,39316664596.38,455770787833.36
136,2023-02-15,22220.585338474528,24307.841328484352,22082.76908076793,24307.841328484352,32483312909.3,468947166603.22
137,2023-02-14,21801.823146444163,22293.140093450103,21632.393983859154,22220.80414369751,26792596580.6,428662088256.18
138,2023-02-13,21786.9992632743,21898.413839675686,21460.088503864434,21808.10177360093,23918742607.37,420678828415.31
139,2023-02-12,21870.902501849163,22060.99460655736,21682.828774706803,21788.203986260593,17821046405.57,420274300806.28
140,2023-02-11,21651.841862003555,21891.410562977795,21618.449727617524,21870.874064054547,16356226232.0,421847190488.29
141,2023-02-10,21819.006420404912,21941.185603316964,21539.39283051438,21651.183782936125,27078406593.87,417588395181.59
142,2023-02-09,22946.56551860676,22996.43751078374,21773.974614057337,21819.039914736517,32572572185.34,420806214870.32
143,2023-02-08,23263.415126044525,23367.95928740589,22731.09821330102,22939.398700684054,25371367757.61,442391167095.22
144,2023-02-07,22757.26754187948,23310.975071816956,22756.258276985336,23264.291187691553,27187964470.79,448636152158.08
145,2023-02-06,22954.021964172887,23119.27995032012,22692.02598404982,22760.109263300423,23825006541.98,438893838655.36
146,2023-02-05,23332.247600951167,23423.435611538534,22841.760312501065,22955.666016297437,19564262605.21,442642331535.6
147,2023-02-04,23446.320726972564,23556.94880508433,23291.795658887062,23331.84713709607,15639298538.02,449874457148.45
148,2023-02-03,23469.412507140038,23678.10257647552,23279.9557414819,23449.32162150656,27083066007.24,452119476083.72
149,2023-02-02,23720.82351727543,24167.210232201985,23468.595282557166,23471.870441279425,32066936882.0,452534728124.07
150,2023-02-01,23137.835136150523,23764.53929417068,22877.75065255435,23723.769653484665,26683255504.12,457370104397.91
151,2023-01-31,22840.796090600143,23225.02140388607,22765.56849944083,23139.283909912327,22837828665.18,446082285297.19
152,2023-01-30,23774.64896664247,23789.347177699183,22657.582167625576,22840.13890737995,27205595568.34,440298767854.8
153,2023-01-29,23031.4492355484,23919.889761409202,22985.0701306067,23774.56592331162,27423687259.16,458291157032.27
154,2023-01-28,23079.96433256669,23165.895884287078,22908.846464031027,23031.08977562008,14712928379.05,443936922524.46
155,2023-01-27,23030.717285647723,23417.72097245481,22654.59340843538,23078.727879912283,25383335641.41,444830940521.37
156,2023-01-26,23108.954486797436,23237.07716893849,22911.373351233604,23032.777598708428,26357839322.09,443923229458.15
157,2023-01-25,22639.26716752375,23722.09880874052,22406.075502425076,23117.85968190475,30685366708.98,445539806080.32
158,2023-01-24,22929.627735671096,23134.012046600146,22549.74451310499,22636.469311191635,26405069714.63,436237993963.62
159,2023-01-23,22721.088671950587,23126.486345437213,22654.304469693496,22934.431464358633,26518700511.88,441960667796.84
160,2023-01-22,22777.986661421615,23056.72965007116,22387.900462859576,22720.41562863912,24746386230.08,437814457018.41
161,2023-01-21,22677.42738242082,23282.347721556718,22511.833134019824,22777.625809132605,32442278429.47,438896650641.24
162,2023-01-20,21085.37233777419,22692.35783082474,20919.125983682126,22676.55175888814,28799154319.0,436928964721.29
163,2023-01-19,20686.74590606124,21163.012288227077,20685.38118086059,21086.793304844312,21152848260.91,406279900295.03
164,2023-01-18,21161.050899700425,21564.502212963143,20541.54454877403,20688.780729864848,30005625417.91,398593008037.23
165,2023-01-17,21175.83326020336,21438.659357857345,20978.533624201336,21161.519219916157,24999983362.13,407681958151.49
166,2023-01-16,20882.22387661832,21360.87427947748,20715.74621411983,21169.6327806964,26792494049.72,407818156777.17
167,2023-01-15,20977.484195216995,20993.74869585351,20606.98723839924,20880.79920218209,19298407543.31,402234665331.34
168,2023-01-14,19910.53665706548,21075.141829957553,19907.828463560887,20976.299796392123,38967784639.05,404052157141.45
169,2023-01-13,18868.90593784208,19964.32272796427,18753.164262209666,19909.574624750632,29225029693.63,383483154873.96
170,2023-01-12,17944.068733941822,19030.087636638204,17919.231705835675,18869.588055265584,34971338710.34,363433455081.14
171,2023-01-11,17446.360272066515,17987.633549359143,17337.99499776178,17943.897629468323,18307186523.32,346303640718.24
172,2023-01-10,17192.95009444573,17484.720892404555,17162.99116698699,17446.292509299026,15808338948.79,335987993694.35
173,2023-01-09,17093.99249812248,17389.957551426294,17093.99249812248,17196.554059639464,18624736865.86,331160060320.4
174,2023-01-08,16954.145725849703,17091.14445130325,16924.050073925267,17091.14445130325,9768827914.24,329114546384.43
175,2023-01-07,16952.11698101385,16975.016620564034,16914.192080111883,16955.077435158768,7714767174.32,326478273136.7
176,2023-01-06,16836.473439155277,16991.99412117054,16716.422270521653,16951.969516629335,14413662912.72,326401273258.71
177,2023-01-05,16863.472056826773,16884.02211647721,16790.283040692182,16836.736645223573,13692758566.46,324163886549.58
178,2023-01-04,16680.204971419756,16964.585185463384,16667.763725134693,16863.238258283258,18421743322.29,324658229824.73
179,2023-01-03,16688.84726385924,16760.44746598456,16622.370328256326,16679.85707981374,13903079206.51,321111951654.75
180,2023-01-02,16625.51039411775,16759.344022918354,16572.228849744886,16688.47135739323,12097775226.69,321262452550.73
181,2023-01-01,16547.914397871536,16630.43900271543,16521.233430528962,16625.08055070908,9244361699.89,320025834692.4
182,2022-12-31,16603.67470264306,16628.986997303513,16517.519222395018,16547.49536601617,11239186456.23,318516317872.25
183,2022-12-30,16641.329824264532,16643.427409572592,16408.475176826076,16602.585155770088,15929162909.56,319559502979.58
184,2022-12-29,16552.322490686318,16651.75666380368,16508.683153231756,16642.342671885614,14472237478.79,320309344585.85
185,2022-12-28,16716.40022056822,16768.170355524755,16497.557038840765,16552.571736514474,17005713920.05,318567071312.32
186,2022-12-27,16919.291650123574,16959.846476047544,16642.073182208023,16717.17398012714,15748580239.21,321717198701.45
187,2022-12-26,16842.249310575324,16920.123640467442,16812.370075923343,16919.80517492847,11886957803.69,325604307791.2
188,2022-12-25,16847.505364105884,16860.553971121557,16755.253233558044,16841.98705228377,11656379938.06,324093186300.93
189,2022-12-24,16796.976619520563,16864.702878905566,16793.528184511397,16847.755265154647,9744636213.3,324190184505.64
190,2022-12-23,16829.643586035916,16905.219359989063,16794.459352221234,16796.952171216344,15329265212.56,323203056785.65
191,2022-12-22,16818.380287653727,16866.674326763485,16592.40745444739,16830.341423934446,16441573050.1,323831438044.37
192,2022-12-21,16904.527354049867,16916.79988236787,16755.91221318602,16817.53438655099,14882945044.81,323570505189.58
193,2022-12-20,16441.786800099886,17012.984705296407,16427.867238763847,16906.30521042145,22722096614.76,325263465984.55
194,2022-12-19,16759.04092682387,16807.526574065127,16398.136251675314,16439.679646162964,17221074813.55,316271488936.78
195,2022-12-18,16795.6092258732,16815.386575543896,16697.82003455788,16757.977403246638,10924354698.17,322379914497.22
196,2022-12-17,16646.982567247887,16800.590192749856,16614.02894738076,16795.09096721353,14463581825.22,323078968931.9
197,2022-12-16,17364.546443268817,17505.5250524957,16584.70139828051,16647.48347882862,24031608959.5,320225997953.71
198,2022-12-15,17813.644122701808,17846.744460573012,17322.590067121728,17364.864911262914,20964448340.77,334010450284.36
199,2022-12-14,17782.066878037138,18318.53058436097,17652.09831268358,17652.09831268358,25900123362.05,339521782853.53
200,2022-12-13,17206.440483921902,17930.086838900843,17111.76315246234,17781.318835459824,26634741631.05,341988994228.35
201,2022-12-12,17102.50064945091,17212.56387663098,16899.39378501017,17206.438300671838,19617581340.83,330914961275.37
202,2022-12-11,17129.71133330881,17245.635283908436,17091.819989740216,17104.192805716193,14122486832.21,328933297475.65
203,2022-12-10,17134.221365280508,17216.82559261347,17120.684322763056,17128.723710215563,12706781968.8,329389313682.63
204,2022-12-09,17232.148002630023,17280.546164948628,17100.836249754095,17133.1520141413,20328426366.41,329458400093.47
205,2022-12-08,16847.350249703974,17267.91576301951,16788.783823541482,17233.474019915124,20496603769.86,331370511897.98
206,2022-12-07,17089.506270186645,17109.377493895725,16750.55813442861,16848.127628900518,19675404388.75,323943465219.08
207,2022-12-06,16975.23912418603,17091.86417510719,16939.922348926935,17089.503706009797,19889922369.03,328566216152.49
208,2022-12-05,17128.894080449645,17378.15331028325,16922.431868759784,16974.825665133598,22209086834.09,326346115859.9
209,2022-12-04,16908.170477079635,17157.767239586625,16903.439827645885,17130.485947216774,16824520830.08,329323845088.74
210,2022-12-03,17090.098485075916,17116.04080553255,16888.140807160373,16908.236795124038,16217776703.79,325037180854.75
211,2022-12-02,16968.683261479262,17088.660409402313,16877.88159587772,17088.660409402313,19539705127.46,328491679165.28
212,2022-12-01,17168.002137625317,17197.49725344472,16888.38788761444,16967.13366710075,22895392882.21,326142124579.08
213,2022-11-30,16445.47748855228,17190.93827300782,16445.47748855228,17168.56554848644,29523576583.08,329997633644.39
214,2022-11-29,16217.639903770933,16522.257470665474,16139.396275247083,16444.98327002905,23581685467.5,316074930082.57
215,2022-11-28,16440.222087898794,16482.933543310384,16054.53021534078,16217.322467641055,27743025156.05,311686396568.46
216,2022-11-27,16463.883171590274,16594.405472441995,16437.02533441152,16444.626834548457,20443898508.94,316040534591.72
217,2022-11-26,16521.577024910126,16666.862927005834,16416.228690260028,16464.281079365555,18000008764.22,316404791284.87
218,2022-11-25,16602.269516497403,16603.31699288261,16388.40495351409,16521.84101896077,18678255975.67,317499392769.32
219,2022-11-24,16611.637672358618,16771.47524317893,16501.76805488462,16604.46501795427,26129037414.48,319074189335.14
220,2022-11-23,16195.588669774414,16638.19248653868,16170.502495775037,16610.7064149352,32958875628.23,319180537510.23
221,2022-11-22,15782.301230536288,16253.047746702146,15656.606060116139,16189.769531934091,30726828760.3,311078520948.59
222,2022-11-21,16291.223799578982,16291.223799578982,15599.047175382899,15787.284094521752,37429485517.93,303332140406.92
223,2022-11-20,16712.920458367662,16746.780157269564,16248.692829299347,16291.8324676929,21313378651.69,313012826679.9
224,2022-11-19,16696.219905182574,16797.87699736105,16570.410748351132,16711.547793796504,16106223491.51,321061621175.61
225,2022-11-18,16687.911575071244,16947.05840111188,16564.61168003081,16697.77766778654,26862218608.57,320781106962.52
226,2022-11-17,16670.426756200326,16726.438844788194,16460.68348704278,16687.51795054106,27868914021.95,320570440520.86
227,2022-11-16,16884.341187944265,16960.29517836233,16430.111281780155,16669.44014477405,33925512988.62,320208159886.93
228,2022-11-15,16617.484737989726,17051.96196720474,16542.55126721595,16884.613907054605,36599436182.62,324326299579.98
229,2022-11-14,16352.028563420386,17109.323354054974,15872.941612674758,16618.199228890797,49630243054.06,319192915033.18
230,2022-11-13,16799.722291055714,16920.766400155015,16320.635153276064,16353.365717176099,27209183682.26,314093257178.25
231,2022-11-12,17036.875408441774,17066.675491252296,16651.774769724314,16799.184738399876,29717699419.42,322642084634.09
232,2022-11-11,17583.252430510052,17650.94405254207,16543.482390135327,17034.29313471333,55871616488.33,327139766936.22
233,2022-11-10,15883.15822691518,18054.311779066138,15834.018093252147,17586.77144954725,83202283720.96,337735690619.8
234,2022-11-09,18543.761249619893,18590.459569580897,15682.692842780652,15880.779849172332,102905151606.28,304958504278.2
235,2022-11-08,20600.67274715879,20664.60652029959,17603.54436900462,18541.271853223814,118992465606.57,356030188152.67
236,2022-11-07,20924.62048404909,21053.246149529263,20489.973343695598,20602.816725269906,53510852236.18,395596352770.07
237,2022-11-06,21285.056663911386,21345.37679278884,20920.19068403618,20926.485973821505,35082693210.3,401792318391.34
238,2022-11-05,21144.83146578881,21446.886096690843,21097.635417108453,21282.69129591641,37846047609.23,408613690153.42
239,2022-11-04,20208.7694981217,21209.561042305395,20188.0187146493,21147.229732238487,64072727949.72,405992446610.67
240,2022-11-03,20162.689227896553,20382.096320645098,20086.24090339057,20209.987415003863,43228750179.43,387983112928.37
241,2022-11-02,20482.959693755372,20742.811011066202,20087.134483620648,20159.503067104524,55552169483.42,386993271473.89
242,2022-11-01,20494.897622939236,20647.289720357683,20359.845479716354,20485.273243090294,39819303159.15,393230695987.89
243,2022-10-31,20633.696071095317,20795.321223177747,20287.459087988613,20495.774232032527,45668466815.41,393413045572.67
244,2022-10-30,20817.982251842404,20917.006239851922,20547.46342477446,20635.603747684276,31486345555.64,396075135322.21
245,2022-10-29,20595.103841969667,20988.394470423613,20566.484616724767,20818.47616443884,40369840645.23,399567972100.27
246,2022-10-28,20287.956094786256,20724.98029964302,20086.06823011306,20595.35193660123,43994715910.3,395266756395.28
247,2022-10-27,20772.803027102687,20854.044215933114,20255.373144335506,20285.836775701682,49625110402.03,389306507854.33
248,2022-10-26,20092.23718809519,20938.133812687523,20076.11777157532,20770.441271629403,58895950537.09,398588922090.83
249,2022-10-25,19344.96442021395,20348.41158417784,19261.44712585322,20095.85645544717,47761524909.94,385624152241.56
250,2022-10-24,19567.769580384924,19589.124575528083,19206.324306708124,19345.57234828513,30202235804.59,371211779873.32
251,2022-10-23,19207.734650775248,19646.651541546595,19124.19696484497,19567.00739805294,22128794335.13,375444263357.02
252,2022-10-22,19172.380608580974,19248.067672211775,19132.243193413342,19208.190246004346,16104440957.47,368541303588.26
