date,prob_0,prob_1,prob_2,forecast,close
2022-05-16,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,1
2022-05-23,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,0
2022-05-30,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,1
2022-06-06,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,0
2022-06-13,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2022-06-20,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2022-06-27,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2022-07-04,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2022-07-11,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2022-07-18,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2022-07-25,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2022-08-01,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2022-08-08,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2022-08-15,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2022-08-22,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2022-08-29,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2022-09-05,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2022-09-12,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2022-09-19,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2022-09-26,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2022-10-03,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2022-10-10,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2022-10-17,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2022-10-24,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2022-10-31,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2022-11-07,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2022-11-14,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2022-11-21,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2022-11-28,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2022-12-05,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2022-12-12,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2022-12-19,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2022-12-26,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2023-01-02,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2023-01-09,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2023-01-16,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2023-01-23,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2023-01-30,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2023-02-06,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2023-02-13,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2023-02-20,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2023-02-27,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2023-03-06,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2023-03-13,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2023-03-20,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2023-03-27,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2023-04-03,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
2023-04-10,0.051679586563307504,0.05426356589147288,0.8940568475452196,2,2
