Date,market_cap,block_difficulty,hash_rate,btc_price,transaction_count
2018-08-27,114023615466.3915,6552319753376.745,51044388.232754745,6618.099142857143,210856.2857142857
2018-09-03,122804092811.34927,6727225469722.53,49684097.09108392,7122.142421808468,223555.57142857142
2018-09-10,112844399827.84128,6888579390526.404,49357952.03582442,6539.8376831426895,225427.42857142858
2018-09-17,110692127376.20937,7019199231177.161,49996152.175000474,6410.247720297235,222419.0
2018-09-24,113433817710.6456,7097799107487.983,52872804.40104122,6564.172511396844,240821.7142857143
2018-10-01,113477094921.14528,7152633351906.401,54756137.20271291,6561.6455831176445,238437.85714285713
2018-10-08,113293393274.89268,7357069599919.127,50343989.01116773,6546.192125699257,237236.42857142858
2018-10-15,109587648620.76283,7454968648263.25,51988272.65100868,6327.677196960841,235559.14285714287
2018-10-22,111205603313.6221,7294121415448.009,51205203.31246559,6416.550342364534,244627.57142857142
2018-10-29,110737940288.18346,7182852313938.338,49427516.85048254,6385.043576396428,248154.57142857142
2018-11-05,110151240119.01503,7183769776389.462,53157685.82850088,6346.4905307255585,274339.14285714284
2018-11-12,110880889929.19984,7184404942701.78,47091289.48631825,6384.189960048426,277442.5714285714
2018-11-19,96146347956.57329,6952574791342.499,44507460.97853895,5532.205983092595,273417.4285714286
2018-11-26,71831870543.1691,6653303141405.966,40869704.50288768,4130.544981965433,261732.85714285713
2018-12-03,70320724118.87137,6581381763558.018,37721731.78791083,4041.171695791933,246353.2857142857
2018-12-10,61810117668.289955,5646403851534.74,35927585.01088909,3549.9172191700754,254750.2857142857
2018-12-17,57532282872.09742,5646403851534.74,37932472.56730033,3302.073036444854,263526.28571428574
2018-12-24,67779381738.01868,5176933826941.49,38706219.3793224,3887.390628663273,273505.4285714286
2018-12-31,65738907178.29625,5129081266006.639,41006828.83446793,3767.3575163229502,277500.28571428574
2019-01-07,67766969607.93426,5618595848853.26,41855386.91444968,3880.550650997746,269551.85714285716
2019-01-14,65016171884.33122,5654727916598.71,42601814.28625326,3720.226296610169,308628.71428571426
2019-01-21,62957047099.45899,5883988430955.408,40531401.69405748,3599.8677907238875,300083.28571428574
2019-01-28,61974069897.53166,5876885026535.096,42068028.540051505,3541.121166068297,295701.28571428574
2019-02-04,59986211233.63792,5814661935891.79,42283653.50594927,3425.035118894547,328151.14285714284
