Date,block_difficulty,hash_ate,transaction_count,s&p500,gold,13w_treasury,usd_index,Open,High,Low,Close,Volume,Market Cap,SMA,EMA,RSI,VWAP,ATR,OBV,google_trends
2013-07-01,20037798.70215921,162.8598857823293,41551.857142857145,1631.8900146484375,1212.9000244140625,0.0350000001490116,84.41999816894531,97.51000213623048,97.66490173339844,86.29720306396484,88.05000305175781,0.0,1000065296.25,102.68794304983956,100.34935276958511,27.921015968669778,75.55698514319423,5.980978829520085,3580907.6499999985,9.774436090225564
2013-07-08,21335329.11398303,189.844708357844,35608.71428571428,1680.18994140625,1277.800048828125,0.0299999993294477,82.98999786376953,76.5,80.0,72.5999984741211,76.51599884033203,0.0,871457940.1,87.26209967476981,84.85357798433411,33.204718258924515,75.55698514319423,7.93832833426339,3580907.6499999985,6.015037593984962
2013-07-15,24794186.655432127,210.21499158449828,40125.42857142857,1692.0899658203125,1293.300048828125,0.0199999995529651,82.58000183105469,93.6050033569336,101.9000015258789,93.11000061035156,98.40019989013672,0.0,1123658943.86,83.94496481759208,89.8589667796368,55.42648735434613,75.55698514319423,9.346414293561663,3580907.6499999985,6.015037593984962
2013-07-22,26330473.2857886,229.90227292239229,37943.0,1691.6500244140625,1321.699951171875,0.0149999996647238,81.62000274658203,91.9980010986328,91.9980010986328,90.07540130615234,91.61000061035156,0.0,1048939080.5,91.97946493966239,91.39638718221951,48.70365187906979,75.55698514319423,7.117442539760046,3580907.6499999985,6.7669172932330826
2013-07-29,31256960.7277689,252.38020601780207,39327.57142857143,1709.6700439453125,1310.5999755859375,0.0299999993294477,81.91000366210938,98.5999984741211,102.5,98.45500183105467,101.1999969482422,0.0,1161619140.0,94.89420700073242,95.19536386291661,58.69634302513177,75.55698514319423,4.6408571515764505,3580907.6499999985,9.774436090225564
2013-08-05,33448319.80230666,306.96820839603527,47563.0,1691.4200439453125,1312.9000244140625,0.0480000004172325,81.12999725341797,105.12000274658205,107.7699966430664,105.0,106.22000122070312,0.0,1222677176.0,101.14362062726703,101.60034524539356,61.31246110235842,75.55698514319423,4.5354783194405695,3580907.6499999985,9.774436090225564
2013-08-12,37392766.1364746,376.5406803345323,51233.57142857143,1655.8299560546875,1371.699951171875,0.0399999991059303,81.26000213623047,105.0,108.0,103.5,106.63600158691406,0.0,1231248580.9,105.13471385410853,103.64087514217547,60.38106232638637,75.55698514319423,3.949428558349607,3580907.6499999985,15.037593984962406
2013-08-19,49291566.15818202,437.2186926187695,59623.0,1663.5,1395.699951171875,0.0219999998807907,81.33999633789062,113.37999725341795,123.06199645996094,111.77100372314452,119.0,0.0,1377725475.0,108.60585730416435,109.64201429815299,71.61289869091695,75.55698514319423,4.198643820626395,3580907.6499999985,9.774436090225564
2013-08-26,55895208.99359467,509.41303375500286,56694.142857142855,1632.969970703125,1396.0999755859375,0.0199999995529651,82.08999633789062,122.11100006103516,122.75499725341795,119.93000030517578,120.05599975585938,0.0,1393847158.6,116.63671439034599,116.69153499471568,63.93366203397553,75.55698514319423,4.744929177420483,3580907.6499999985,7.518796992481203
2013-09-02,65750060.14908467,653.6906436350731,56103.28571428572,1655.1700439453125,1386.699951171875,0.0149999996647238,82.1500015258789,138.6300048828125,146.5,134.88999938964844,135.85000610351562,0.0,1581969853.75,125.77914428710938,126.44356042835855,70.85329947836459,75.55698514319423,6.151214054652624,3580907.6499999985,5.263157894736842
